DATE_TIME,INTERSECTION_ID,INTERSECTION_NAME,VEHICLE_COUNT
2022-09-19 12:00:00,INT6,Intersection 9,182
2022-09-03 15:00:00,INT4,Intersection 20,1747
2022-10-24 11:00:00,INT11,Intersection 11,765
2022-10-05 08:00:00,INT18,Intersection 15,1493
2022-01-24 23:00:00,INT3,Intersection 3,640
2022-10-20 21:00:00,INT3,Intersection 13,1518
2022-09-12 03:00:00,INT12,Intersection 13,579
2022-05-14 00:00:00,INT6,Intersection 2,312
2022-05-13 10:00:00,INT6,Intersection 6,1737
2022-09-10 04:00:00,INT8,Intersection 6,1029
2022-04-24 22:00:00,INT15,Intersection 12,459
2022-09-12 20:00:00,INT18,Intersection 4,313
2022-05-29 16:00:00,INT20,Intersection 5,403
2022-04-02 19:00:00,INT16,Intersection 8,1278
2022-02-27 22:00:00,INT6,Intersection 6,1503
2022-03-14 14:00:00,INT17,Intersection 3,299
2022-03-22 05:00:00,INT9,Intersection 8,1803
2022-01-26 19:00:00,INT19,Intersection 19,337
2022-02-23 02:00:00,INT18,Intersection 11,770
2022-02-09 20:00:00,INT5,Intersection 18,1828
2022-03-22 19:00:00,INT6,Intersection 10,1290
2022-06-14 17:00:00,INT12,Intersection 20,1349
2022-02-10 08:00:00,INT11,Intersection 12,978
2022-01-12 17:00:00,INT16,Intersection 20,350
2022-09-18 22:00:00,INT20,Intersection 8,1403
2022-02-14 02:00:00,INT17,Intersection 19,575
2022-06-28 21:00:00,INT20,Intersection 16,597
2022-08-04 18:00:00,INT9,Intersection 18,1077
2022-10-18 20:00:00,INT1,Intersection 9,1856
2022-02-21 05:00:00,INT3,Intersection 4,1658
2022-07-11 01:00:00,INT9,Intersection 9,1096
2022-12-19 19:00:00,INT19,Intersection 2,800
2022-04-25 04:00:00,INT13,Intersection 9,1534
2022-04-06 09:00:00,INT14,Intersection 9,883
2022-02-21 15:00:00,INT20,Intersection 18,528
2022-08-12 18:00:00,INT19,Intersection 11,638
2022-01-06 05:00:00,INT7,Intersection 13,1000
2022-11-08 09:00:00,INT4,Intersection 6,1566
2022-08-11 14:00:00,INT12,Intersection 9,1067
2022-11-03 07:00:00,INT14,Intersection 16,309
2022-10-04 14:00:00,INT2,Intersection 4,1670
2022-10-01 18:00:00,INT1,Intersection 2,1833
2022-05-16 09:00:00,INT18,Intersection 7,590
2022-11-13 11:00:00,INT20,Intersection 15,570
2022-09-20 06:00:00,INT8,Intersection 6,1809
2022-09-29 23:00:00,INT3,Intersection 11,1853
2022-08-28 21:00:00,INT6,Intersection 20,667
2022-03-24 01:00:00,INT13,Intersection 17,763
2022-02-07 03:00:00,INT9,Intersection 4,1586
2022-07-06 06:00:00,INT9,Intersection 19,649
2022-10-26 23:00:00,INT20,Intersection 7,1600
2022-12-13 16:00:00,INT9,Intersection 11,297
2022-10-11 20:00:00,INT15,Intersection 13,620
2022-11-10 07:00:00,INT13,Intersection 3,1622
2022-07-12 04:00:00,INT16,Intersection 14,1634
2022-02-19 22:00:00,INT2,Intersection 2,1813
2022-08-07 06:00:00,INT14,Intersection 18,1448
2022-09-11 17:00:00,INT6,Intersection 5,787
2022-09-18 17:00:00,INT2,Intersection 13,566
2022-11-18 01:00:00,INT8,Intersection 13,1896
2022-06-04 23:00:00,INT4,Intersection 14,695
2022-01-13 14:00:00,INT14,Intersection 12,238
2022-02-11 02:00:00,INT11,Intersection 13,1114
2022-07-05 00:00:00,INT14,Intersection 18,341
2022-07-24 13:00:00,INT12,Intersection 13,415
2022-05-09 00:00:00,INT16,Intersection 4,766
2022-05-11 04:00:00,INT6,Intersection 10,832
2022-12-05 13:00:00,INT20,Intersection 5,234
2022-05-18 03:00:00,INT1,Intersection 18,1311
2022-06-18 01:00:00,INT12,Intersection 8,1813
2022-08-01 17:00:00,INT7,Intersection 14,678
2022-01-30 07:00:00,INT8,Intersection 2,1192
2022-12-05 21:00:00,INT9,Intersection 8,538
2022-01-24 22:00:00,INT2,Intersection 16,176
2022-08-26 16:00:00,INT17,Intersection 7,499
2022-11-24 00:00:00,INT20,Intersection 3,473
2022-08-06 00:00:00,INT13,Intersection 4,1135
2022-10-16 12:00:00,INT5,Intersection 7,1610
2022-06-09 12:00:00,INT10,Intersection 4,1918
2022-05-15 14:00:00,INT12,Intersection 9,857
2022-01-21 08:00:00,INT17,Intersection 17,848
2022-10-24 10:00:00,INT6,Intersection 17,863
2022-05-13 05:00:00,INT3,Intersection 20,516
2022-03-11 11:00:00,INT15,Intersection 14,306
2022-06-21 10:00:00,INT7,Intersection 14,440
2022-05-29 01:00:00,INT6,Intersection 13,1743
2022-11-20 09:00:00,INT4,Intersection 4,820
2022-02-11 16:00:00,INT19,Intersection 13,410
2022-02-27 20:00:00,INT5,Intersection 17,1431
2022-08-16 02:00:00,INT3,Intersection 15,1416
2022-06-04 16:00:00,INT9,Intersection 18,724
2022-02-26 23:00:00,INT6,Intersection 11,1499
2022-12-08 05:00:00,INT13,Intersection 4,1650
2022-01-19 22:00:00,INT20,Intersection 20,1463
2022-04-26 12:00:00,INT4,Intersection 11,182
2022-06-05 06:00:00,INT2,Intersection 10,1700
2022-10-29 08:00:00,INT4,Intersection 13,1575
2022-07-20 06:00:00,INT8,Intersection 8,1126
2022-04-02 06:00:00,INT13,Intersection 13,1579
2022-04-30 19:00:00,INT10,Intersection 9,972
2022-08-22 00:00:00,INT18,Intersection 1,335
2022-03-02 00:00:00,INT9,Intersection 1,488
2022-09-10 11:00:00,INT1,Intersection 15,492
2022-10-20 02:00:00,INT13,Intersection 4,1764
2022-10-24 13:00:00,INT18,Intersection 20,1882
2022-05-05 13:00:00,INT15,Intersection 1,846
2022-09-17 12:00:00,INT2,Intersection 12,129
2022-09-27 15:00:00,INT11,Intersection 11,1706
2022-04-30 07:00:00,INT14,Intersection 19,1081
2022-02-19 01:00:00,INT15,Intersection 15,1271
2022-07-18 08:00:00,INT14,Intersection 10,704
2022-01-01 11:00:00,INT16,Intersection 1,382
2022-08-07 20:00:00,INT15,Intersection 3,1852
2022-07-03 07:00:00,INT19,Intersection 14,337
2022-12-10 02:00:00,INT9,Intersection 15,1862
2022-08-15 21:00:00,INT5,Intersection 1,830
2022-10-01 18:00:00,INT5,Intersection 10,1442
2022-12-09 04:00:00,INT11,Intersection 1,1460
2022-01-17 22:00:00,INT20,Intersection 15,130
2022-07-04 15:00:00,INT4,Intersection 3,1077
2022-08-07 11:00:00,INT20,Intersection 20,1014
2022-09-30 14:00:00,INT18,Intersection 12,1749
2022-10-17 00:00:00,INT3,Intersection 19,1737
2022-06-22 18:00:00,INT4,Intersection 16,1728
2022-01-06 20:00:00,INT14,Intersection 8,306
2022-07-23 10:00:00,INT7,Intersection 14,1002
2022-09-08 12:00:00,INT8,Intersection 18,1352
2022-02-10 03:00:00,INT16,Intersection 1,682
2022-10-25 23:00:00,INT20,Intersection 2,1465
2022-12-23 20:00:00,INT15,Intersection 12,559
2022-05-31 10:00:00,INT7,Intersection 17,235
2022-10-15 06:00:00,INT17,Intersection 2,1077
2022-11-01 15:00:00,INT12,Intersection 17,383
2022-01-05 09:00:00,INT18,Intersection 7,949
2022-08-19 19:00:00,INT14,Intersection 6,450
2022-10-10 19:00:00,INT15,Intersection 6,116
2022-03-31 01:00:00,INT15,Intersection 8,1338
2022-07-05 05:00:00,INT5,Intersection 5,1518
2022-05-28 02:00:00,INT16,Intersection 15,1522
2022-02-23 14:00:00,INT5,Intersection 7,513
2022-10-21 20:00:00,INT2,Intersection 3,1367
2022-06-02 06:00:00,INT20,Intersection 10,1218
2022-10-23 22:00:00,INT9,Intersection 3,1756
2022-04-09 07:00:00,INT9,Intersection 14,105
2022-12-04 17:00:00,INT4,Intersection 3,879
2022-12-26 20:00:00,INT15,Intersection 1,186
2022-09-26 09:00:00,INT11,Intersection 1,288
2022-07-30 07:00:00,INT1,Intersection 19,1738
2022-12-09 19:00:00,INT18,Intersection 4,1739
2022-08-05 19:00:00,INT1,Intersection 2,519
2022-03-16 22:00:00,INT8,Intersection 11,1926
2022-08-09 11:00:00,INT16,Intersection 12,1190
2022-08-17 23:00:00,INT18,Intersection 13,1741
2022-09-19 20:00:00,INT9,Intersection 16,347
2022-10-31 13:00:00,INT12,Intersection 16,959
2022-02-24 04:00:00,INT19,Intersection 19,306
2022-10-14 05:00:00,INT18,Intersection 20,1328
2022-05-10 01:00:00,INT5,Intersection 20,1442
2022-07-12 08:00:00,INT2,Intersection 9,1206
2022-01-01 09:00:00,INT7,Intersection 16,523
2022-08-28 16:00:00,INT10,Intersection 7,1205
2022-09-20 07:00:00,INT15,Intersection 13,1922
2022-07-20 15:00:00,INT7,Intersection 4,648
2022-02-14 16:00:00,INT5,Intersection 13,1848
2022-05-15 09:00:00,INT15,Intersection 8,586
2022-02-24 20:00:00,INT20,Intersection 2,232
2022-08-26 11:00:00,INT20,Intersection 7,214
2022-10-11 15:00:00,INT15,Intersection 11,476
2022-10-06 02:00:00,INT10,Intersection 17,1076
2022-06-03 11:00:00,INT14,Intersection 14,310
2022-10-29 03:00:00,INT10,Intersection 13,231
2022-05-17 09:00:00,INT17,Intersection 15,1497
2022-10-19 16:00:00,INT14,Intersection 9,253
2022-01-07 01:00:00,INT2,Intersection 3,1019
2022-07-28 18:00:00,INT16,Intersection 13,1546
2022-05-07 16:00:00,INT13,Intersection 13,1051
2022-01-21 02:00:00,INT9,Intersection 9,905
2022-05-13 11:00:00,INT7,Intersection 18,1489
2022-02-22 01:00:00,INT16,Intersection 5,1817
2022-01-27 06:00:00,INT10,Intersection 11,246
2022-04-29 20:00:00,INT9,Intersection 2,1857
2022-02-11 03:00:00,INT7,Intersection 17,1917
2022-11-14 14:00:00,INT16,Intersection 20,1250
2022-11-02 07:00:00,INT9,Intersection 4,1431
2022-02-15 20:00:00,INT17,Intersection 18,814
2022-10-05 04:00:00,INT20,Intersection 20,1241
2022-12-26 16:00:00,INT7,Intersection 8,1696
2022-11-06 05:00:00,INT11,Intersection 19,330
2022-07-29 00:00:00,INT8,Intersection 12,550
2022-02-02 01:00:00,INT7,Intersection 11,1623
2022-02-25 23:00:00,INT19,Intersection 16,1785
2022-07-01 14:00:00,INT20,Intersection 5,1268
2022-10-10 12:00:00,INT12,Intersection 3,1006
2022-10-03 02:00:00,INT7,Intersection 12,1746
2022-04-08 21:00:00,INT8,Intersection 15,1802
2022-08-26 11:00:00,INT7,Intersection 16,1824
2022-02-21 17:00:00,INT6,Intersection 13,1172
2022-02-16 21:00:00,INT9,Intersection 7,206
2022-10-09 20:00:00,INT13,Intersection 15,192
2022-08-01 13:00:00,INT7,Intersection 3,1759
2022-11-23 19:00:00,INT8,Intersection 12,928
2022-01-04 00:00:00,INT17,Intersection 8,239
2022-08-17 00:00:00,INT17,Intersection 12,1437
2022-08-05 05:00:00,INT16,Intersection 18,110
2022-04-14 00:00:00,INT2,Intersection 3,547
2022-01-30 11:00:00,INT8,Intersection 12,1026
2022-03-17 04:00:00,INT17,Intersection 2,494
2022-10-07 08:00:00,INT13,Intersection 14,1628
2022-06-04 17:00:00,INT18,Intersection 14,477
2022-07-30 11:00:00,INT10,Intersection 4,460
2022-04-14 03:00:00,INT2,Intersection 17,782
2022-05-31 10:00:00,INT2,Intersection 15,1116
2022-06-27 07:00:00,INT14,Intersection 16,1671
2022-11-05 05:00:00,INT16,Intersection 5,741
2022-03-14 07:00:00,INT7,Intersection 17,1978
2022-12-11 02:00:00,INT12,Intersection 7,672
2022-11-29 11:00:00,INT14,Intersection 15,1969
2022-04-12 04:00:00,INT4,Intersection 17,1096
2022-11-06 10:00:00,INT4,Intersection 12,1684
2022-12-22 13:00:00,INT18,Intersection 11,1022
2022-08-07 17:00:00,INT3,Intersection 19,495
2022-08-09 11:00:00,INT1,Intersection 11,285
2022-04-28 09:00:00,INT17,Intersection 2,1344
2022-06-11 10:00:00,INT7,Intersection 15,1641
2022-06-25 11:00:00,INT16,Intersection 5,1423
2022-01-28 13:00:00,INT5,Intersection 18,1298
2022-05-21 14:00:00,INT19,Intersection 16,1914
2022-01-09 15:00:00,INT7,Intersection 4,470
2022-04-22 01:00:00,INT14,Intersection 10,1989
2022-04-14 21:00:00,INT2,Intersection 2,1632
2022-10-11 21:00:00,INT3,Intersection 15,1999
2022-01-27 08:00:00,INT17,Intersection 4,1327
2022-05-09 11:00:00,INT16,Intersection 16,707
2022-06-04 23:00:00,INT8,Intersection 7,381
2022-10-24 19:00:00,INT18,Intersection 12,1770
2022-03-11 23:00:00,INT15,Intersection 3,1539
2022-01-10 20:00:00,INT7,Intersection 17,1156
2022-11-07 06:00:00,INT9,Intersection 9,181
2022-07-05 03:00:00,INT6,Intersection 8,1606
2022-10-10 02:00:00,INT18,Intersection 6,247
2022-09-12 03:00:00,INT18,Intersection 15,1730
2022-12-23 11:00:00,INT14,Intersection 10,1064
2022-04-09 16:00:00,INT14,Intersection 6,1091
2022-01-12 21:00:00,INT14,Intersection 15,1047
2022-01-07 04:00:00,INT4,Intersection 14,594
2022-06-18 05:00:00,INT4,Intersection 19,1293
2022-09-30 21:00:00,INT15,Intersection 13,822
2022-10-24 17:00:00,INT15,Intersection 14,802
2022-07-23 23:00:00,INT18,Intersection 3,1130
2022-08-09 00:00:00,INT14,Intersection 4,1503
2022-02-12 04:00:00,INT1,Intersection 14,925
2022-04-27 01:00:00,INT10,Intersection 14,1977
2022-06-05 05:00:00,INT20,Intersection 8,533
2022-07-10 16:00:00,INT10,Intersection 10,1157
2022-08-29 22:00:00,INT10,Intersection 9,662
2022-09-18 17:00:00,INT2,Intersection 14,1755
2022-04-11 08:00:00,INT8,Intersection 8,237
2022-01-15 04:00:00,INT1,Intersection 11,466
2022-04-28 09:00:00,INT1,Intersection 10,205
2022-04-15 00:00:00,INT4,Intersection 18,893
2022-09-06 10:00:00,INT7,Intersection 4,1155
2022-08-09 19:00:00,INT9,Intersection 4,735
2022-11-12 14:00:00,INT16,Intersection 12,1805
2022-03-12 09:00:00,INT5,Intersection 18,1086
2022-05-17 03:00:00,INT2,Intersection 8,1057
2022-07-03 14:00:00,INT11,Intersection 3,1647
2022-12-19 05:00:00,INT18,Intersection 18,1291
2022-03-02 02:00:00,INT19,Intersection 7,954
2022-12-25 05:00:00,INT13,Intersection 1,177
2022-07-04 21:00:00,INT11,Intersection 13,1669
2022-08-15 11:00:00,INT20,Intersection 3,308
2022-12-18 11:00:00,INT19,Intersection 3,1961
2022-06-21 03:00:00,INT17,Intersection 15,1534
2022-01-24 08:00:00,INT5,Intersection 19,107
2022-08-20 04:00:00,INT13,Intersection 4,836
2022-03-18 02:00:00,INT20,Intersection 13,326
2022-11-14 21:00:00,INT1,Intersection 13,274
2022-12-13 21:00:00,INT10,Intersection 15,180
2022-05-11 18:00:00,INT8,Intersection 19,1917
2022-11-17 13:00:00,INT8,Intersection 16,1180
2022-12-11 08:00:00,INT19,Intersection 7,1258
2022-11-23 18:00:00,INT6,Intersection 3,337
2022-10-08 01:00:00,INT12,Intersection 20,1595
2022-10-19 18:00:00,INT7,Intersection 2,1340
2022-06-26 01:00:00,INT16,Intersection 18,1862
2022-05-05 02:00:00,INT9,Intersection 11,1149
2022-11-04 05:00:00,INT10,Intersection 1,286
2022-09-04 03:00:00,INT10,Intersection 16,729
2022-09-12 01:00:00,INT10,Intersection 17,1832
2022-08-24 16:00:00,INT20,Intersection 16,1239
2022-06-27 11:00:00,INT16,Intersection 10,1113
2022-12-12 06:00:00,INT1,Intersection 17,914
2022-09-03 21:00:00,INT17,Intersection 3,713
2022-07-24 21:00:00,INT14,Intersection 18,991
2022-12-18 05:00:00,INT19,Intersection 19,1286
2022-04-16 10:00:00,INT17,Intersection 14,1537
2022-03-23 16:00:00,INT14,Intersection 2,277
2022-10-21 13:00:00,INT8,Intersection 12,1084
2022-02-13 16:00:00,INT9,Intersection 11,379
2022-08-29 12:00:00,INT8,Intersection 17,897
2022-04-16 09:00:00,INT13,Intersection 6,1335
2022-05-04 12:00:00,INT17,Intersection 19,1177
2022-10-25 09:00:00,INT19,Intersection 13,166
2022-02-10 03:00:00,INT7,Intersection 7,643
2022-01-23 08:00:00,INT17,Intersection 11,1886
2022-11-02 20:00:00,INT1,Intersection 7,619
2022-10-27 03:00:00,INT5,Intersection 13,598
2022-11-28 23:00:00,INT6,Intersection 13,1045
2022-12-30 22:00:00,INT2,Intersection 1,1554
2022-02-05 05:00:00,INT16,Intersection 19,826
2022-08-29 17:00:00,INT5,Intersection 19,1169
2022-05-07 12:00:00,INT5,Intersection 15,1715
2022-09-05 19:00:00,INT12,Intersection 14,1158
2022-04-14 22:00:00,INT3,Intersection 3,288
2022-04-24 07:00:00,INT16,Intersection 20,1212
2022-03-20 12:00:00,INT6,Intersection 4,1458
2022-07-01 05:00:00,INT15,Intersection 7,1046
2022-08-04 19:00:00,INT15,Intersection 1,235
2022-10-03 10:00:00,INT16,Intersection 19,645
2022-09-25 22:00:00,INT20,Intersection 3,892
2022-10-26 02:00:00,INT13,Intersection 20,1236
2022-09-28 08:00:00,INT12,Intersection 15,1295
2022-07-17 09:00:00,INT10,Intersection 13,1462
2022-09-29 21:00:00,INT14,Intersection 14,654
2022-06-10 10:00:00,INT2,Intersection 7,993
2022-01-29 17:00:00,INT3,Intersection 1,1045
2022-08-04 15:00:00,INT9,Intersection 13,624
2022-12-27 08:00:00,INT11,Intersection 4,273
2022-07-31 14:00:00,INT11,Intersection 12,736
2022-08-16 00:00:00,INT10,Intersection 7,1455
2022-02-19 03:00:00,INT14,Intersection 2,306
2022-09-24 22:00:00,INT9,Intersection 17,1466
2022-12-24 23:00:00,INT20,Intersection 1,1048
2022-10-15 19:00:00,INT10,Intersection 14,203
2022-03-10 06:00:00,INT9,Intersection 1,1765
2022-08-25 07:00:00,INT5,Intersection 3,1163
2022-10-16 16:00:00,INT8,Intersection 11,1146
2022-02-27 14:00:00,INT11,Intersection 7,1375
2022-02-28 11:00:00,INT1,Intersection 9,1960
2022-05-18 04:00:00,INT10,Intersection 3,389
2022-01-18 11:00:00,INT1,Intersection 1,1325
2022-07-08 05:00:00,INT7,Intersection 19,1278
2022-05-18 14:00:00,INT14,Intersection 2,666
2022-11-24 09:00:00,INT5,Intersection 5,1229
2022-11-24 22:00:00,INT17,Intersection 17,1383
2022-08-26 05:00:00,INT6,Intersection 19,1063
2022-02-01 23:00:00,INT16,Intersection 5,1323
2022-03-27 04:00:00,INT11,Intersection 14,937
2022-03-06 13:00:00,INT10,Intersection 10,1340
2022-09-13 20:00:00,INT15,Intersection 7,510
2022-06-04 20:00:00,INT7,Intersection 8,1682
2022-07-06 17:00:00,INT2,Intersection 8,981
2022-11-26 02:00:00,INT12,Intersection 7,1240
2022-09-30 20:00:00,INT19,Intersection 13,985
2022-04-06 13:00:00,INT12,Intersection 14,523
2022-07-21 13:00:00,INT16,Intersection 19,1335
2022-11-20 06:00:00,INT6,Intersection 11,254
2022-10-11 01:00:00,INT3,Intersection 2,1386
2022-11-15 06:00:00,INT2,Intersection 17,1630
2022-11-30 01:00:00,INT20,Intersection 6,250
2022-09-08 07:00:00,INT5,Intersection 9,311
2022-08-19 22:00:00,INT11,Intersection 19,1315
2022-09-22 20:00:00,INT3,Intersection 5,980
2022-12-18 09:00:00,INT3,Intersection 9,854
2022-11-04 12:00:00,INT5,Intersection 7,1221
2022-04-10 09:00:00,INT11,Intersection 4,640
2022-06-27 20:00:00,INT3,Intersection 18,800
2022-01-28 23:00:00,INT13,Intersection 18,271
2022-01-07 19:00:00,INT8,Intersection 20,470
2022-12-27 16:00:00,INT20,Intersection 17,1832
2022-07-11 08:00:00,INT10,Intersection 4,1278
2022-07-19 19:00:00,INT2,Intersection 16,1263
2022-07-19 22:00:00,INT4,Intersection 5,1012
2022-09-09 12:00:00,INT18,Intersection 9,1928
2022-04-09 03:00:00,INT19,Intersection 2,901
2022-09-03 07:00:00,INT4,Intersection 2,355
2022-11-28 17:00:00,INT20,Intersection 4,1089
2022-08-31 19:00:00,INT9,Intersection 20,775
2022-12-31 01:00:00,INT16,Intersection 20,1769
2022-07-16 15:00:00,INT6,Intersection 17,963
2022-01-25 17:00:00,INT4,Intersection 20,515
2022-07-21 15:00:00,INT9,Intersection 19,428
2022-11-05 02:00:00,INT13,Intersection 3,1501
2022-05-26 13:00:00,INT9,Intersection 5,1017
2022-09-14 20:00:00,INT6,Intersection 10,1389
2022-04-22 08:00:00,INT19,Intersection 6,1664
2022-06-25 00:00:00,INT14,Intersection 3,1262
2022-01-01 16:00:00,INT15,Intersection 17,1983
2022-05-13 23:00:00,INT3,Intersection 10,1061
2022-01-17 08:00:00,INT5,Intersection 12,923
2022-12-26 00:00:00,INT18,Intersection 1,1720
2022-09-19 08:00:00,INT14,Intersection 18,1635
2022-01-24 19:00:00,INT16,Intersection 19,348
2022-06-01 07:00:00,INT14,Intersection 20,1986
2022-09-15 04:00:00,INT9,Intersection 4,1949
2022-10-27 01:00:00,INT15,Intersection 15,844
2022-12-18 09:00:00,INT7,Intersection 9,407
2022-06-12 09:00:00,INT14,Intersection 6,672
2022-12-05 11:00:00,INT6,Intersection 12,1908
2022-04-05 23:00:00,INT15,Intersection 18,1342
2022-11-07 11:00:00,INT20,Intersection 15,897
2022-02-02 07:00:00,INT8,Intersection 19,1100
2022-10-14 05:00:00,INT2,Intersection 9,860
2022-04-04 15:00:00,INT8,Intersection 13,1707
2022-10-23 08:00:00,INT1,Intersection 16,392
2022-01-04 06:00:00,INT17,Intersection 13,509
2022-12-03 16:00:00,INT19,Intersection 1,297
2022-10-23 19:00:00,INT5,Intersection 18,179
2022-06-13 14:00:00,INT20,Intersection 3,1508
2022-11-02 20:00:00,INT16,Intersection 17,236
2022-10-23 03:00:00,INT7,Intersection 5,312
2022-09-17 14:00:00,INT7,Intersection 6,1962
2022-07-25 20:00:00,INT18,Intersection 17,718
2022-05-17 07:00:00,INT18,Intersection 17,1059
2022-05-25 00:00:00,INT2,Intersection 1,1330
2022-11-21 12:00:00,INT15,Intersection 7,1787
2022-12-25 07:00:00,INT14,Intersection 16,1256
2022-11-15 18:00:00,INT18,Intersection 5,265
2022-04-23 23:00:00,INT9,Intersection 16,1626
2022-03-11 12:00:00,INT14,Intersection 4,529
2022-01-07 03:00:00,INT5,Intersection 11,1303
2022-09-25 12:00:00,INT11,Intersection 14,220
2022-01-16 05:00:00,INT8,Intersection 13,1297
2022-07-08 19:00:00,INT5,Intersection 8,430
2022-08-11 02:00:00,INT11,Intersection 20,1191
2022-08-18 14:00:00,INT5,Intersection 15,1822
2022-12-31 18:00:00,INT17,Intersection 18,1261
2022-09-28 13:00:00,INT4,Intersection 7,1989
2022-08-15 15:00:00,INT15,Intersection 19,1431
2022-09-29 07:00:00,INT19,Intersection 9,1453
2022-11-09 16:00:00,INT2,Intersection 11,1361
2022-02-21 22:00:00,INT17,Intersection 10,1653
2022-06-09 23:00:00,INT12,Intersection 14,1199
2022-12-23 07:00:00,INT17,Intersection 16,1274
2022-04-10 00:00:00,INT10,Intersection 8,719
2022-05-06 09:00:00,INT18,Intersection 1,1788
2022-03-18 03:00:00,INT19,Intersection 12,1439
2022-10-18 19:00:00,INT18,Intersection 3,136
2022-12-24 01:00:00,INT13,Intersection 2,1063
2022-06-28 13:00:00,INT14,Intersection 16,944
2022-10-15 22:00:00,INT16,Intersection 4,1781
2022-12-23 17:00:00,INT18,Intersection 2,1249
2022-04-02 12:00:00,INT18,Intersection 12,896
2022-06-06 03:00:00,INT16,Intersection 17,1743
2022-09-07 02:00:00,INT17,Intersection 20,385
2022-08-22 15:00:00,INT7,Intersection 10,1363
2022-02-02 01:00:00,INT12,Intersection 20,986
2022-02-02 12:00:00,INT2,Intersection 8,1737
2022-09-20 15:00:00,INT10,Intersection 18,319
2022-06-15 23:00:00,INT5,Intersection 18,1130
2022-12-30 02:00:00,INT3,Intersection 18,315
2022-01-22 17:00:00,INT19,Intersection 2,780
2022-11-12 09:00:00,INT13,Intersection 12,1709
2022-08-30 00:00:00,INT12,Intersection 10,392
2022-07-10 23:00:00,INT3,Intersection 8,1662
2022-09-05 18:00:00,INT6,Intersection 19,1912
2022-07-25 21:00:00,INT14,Intersection 10,1607
2022-09-19 03:00:00,INT4,Intersection 11,142
2022-10-25 00:00:00,INT13,Intersection 14,1430
2022-04-13 13:00:00,INT19,Intersection 15,1216
2022-01-29 13:00:00,INT18,Intersection 10,1706
2022-04-01 00:00:00,INT3,Intersection 4,1392
2022-10-20 23:00:00,INT20,Intersection 7,1744
2022-08-11 13:00:00,INT6,Intersection 11,792
2022-01-02 14:00:00,INT16,Intersection 3,1338
2022-07-23 03:00:00,INT20,Intersection 5,1058
2022-02-22 08:00:00,INT3,Intersection 2,213
2022-11-17 17:00:00,INT12,Intersection 12,1308
2022-04-02 12:00:00,INT19,Intersection 5,1020
2022-10-26 13:00:00,INT19,Intersection 7,1248
2022-01-13 13:00:00,INT4,Intersection 4,1228
2022-11-10 15:00:00,INT1,Intersection 11,336
2022-09-23 21:00:00,INT2,Intersection 9,752
2022-01-27 22:00:00,INT13,Intersection 4,1928
2022-06-30 10:00:00,INT13,Intersection 9,257
2022-10-19 19:00:00,INT2,Intersection 12,1597
2022-05-28 09:00:00,INT19,Intersection 16,1007
2022-07-09 22:00:00,INT16,Intersection 1,1628
2022-10-02 03:00:00,INT12,Intersection 8,1060
2022-12-20 02:00:00,INT1,Intersection 1,1397
2022-06-20 02:00:00,INT9,Intersection 20,952
2022-06-24 07:00:00,INT17,Intersection 19,1240
2022-12-27 12:00:00,INT10,Intersection 4,985
2022-06-06 10:00:00,INT18,Intersection 14,1697
2022-03-13 20:00:00,INT19,Intersection 14,1659
2022-02-27 08:00:00,INT7,Intersection 9,159
2022-12-29 18:00:00,INT19,Intersection 9,500
2022-03-10 21:00:00,INT15,Intersection 17,1997
2022-03-28 02:00:00,INT9,Intersection 15,927
2022-01-01 22:00:00,INT10,Intersection 10,1900
2022-04-13 12:00:00,INT20,Intersection 17,1303
2022-09-04 22:00:00,INT20,Intersection 9,1355
2022-09-18 11:00:00,INT4,Intersection 4,575
2022-10-31 23:00:00,INT6,Intersection 14,754
2022-05-18 12:00:00,INT4,Intersection 3,944
2022-09-19 15:00:00,INT5,Intersection 12,1023
2022-12-23 09:00:00,INT9,Intersection 1,1368
2022-11-03 09:00:00,INT12,Intersection 1,1716
2022-06-05 07:00:00,INT8,Intersection 13,737
2022-09-19 08:00:00,INT5,Intersection 14,748
2022-09-07 19:00:00,INT11,Intersection 16,1691
2022-01-22 10:00:00,INT11,Intersection 7,312
2022-01-19 16:00:00,INT13,Intersection 10,1729
2022-09-08 19:00:00,INT14,Intersection 15,1582
2022-08-11 15:00:00,INT8,Intersection 8,1089
2022-12-01 17:00:00,INT18,Intersection 11,903
2022-04-16 00:00:00,INT19,Intersection 14,227
2022-05-09 09:00:00,INT12,Intersection 13,1051
2022-03-01 12:00:00,INT12,Intersection 13,316
2022-06-15 07:00:00,INT18,Intersection 9,810
2022-09-26 13:00:00,INT10,Intersection 17,119
2022-03-31 23:00:00,INT7,Intersection 18,1690
2022-08-02 20:00:00,INT18,Intersection 19,1881
2022-04-17 03:00:00,INT12,Intersection 13,1886
2022-05-05 03:00:00,INT14,Intersection 12,1183
2022-04-21 09:00:00,INT15,Intersection 20,774
2022-12-21 09:00:00,INT16,Intersection 20,813
2022-05-09 11:00:00,INT2,Intersection 8,838
2022-02-13 05:00:00,INT18,Intersection 11,1252
2022-05-26 09:00:00,INT12,Intersection 7,656
2022-11-13 20:00:00,INT16,Intersection 1,296
2022-11-11 08:00:00,INT13,Intersection 10,1035
2022-04-20 18:00:00,INT20,Intersection 15,1615
2022-06-15 23:00:00,INT17,Intersection 4,777
2022-03-16 02:00:00,INT18,Intersection 1,603
